id,address,enabled,date_added,date_modified,comment,date_updated,number,invalid_domains,status,abp_entries,type
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1645623205,1645623205,"Migrated from /etc/pihole/adlists.list",1743234065,130850,0,1,0,0
